city,state,lat,lon
Denbo,PA,40.0122,-79.9319
Dendron,VA,37.0981,-76.8966
Denham Springs,LA,30.5821,-90.9341
Denhoff,ND,47.5709,-100.2630
Denio,NV,41.7043,-118.7320
Denison,IA,42.0196,-95.3636
Denison,KS,39.4153,-95.6329
Denison,TX,33.7450,-96.5496
Denmark,IA,40.7487,-91.3266
Denmark,ME,43.9755,-70.7924
Denmark,NY,43.8997,-75.5828
Denmark,SC,33.3209,-81.1407
Denmark,TN,35.5571,-88.9759
Denmark,WI,44.3594,-87.8270
Dennard,AR,35.7252,-92.5575
Dennehotso,AZ,36.7773,-109.8610
Dennis,KS,37.3243,-95.4116
Dennis,MA,41.7322,-70.1911
Dennis,MS,34.5497,-88.2117
Dennis,TX,32.6186,-97.9264
Dennis Port,MA,41.6649,-70.1327
Dennison,IL,39.4490,-87.5867
Dennison,MN,44.4239,-92.9748
Dennison,OH,40.4089,-81.3203
Denniston,KY,37.9191,-83.5131
Dennisville,NJ,39.1931,-74.8256
Dennysville,ME,44.8961,-67.2244
Dent,MN,46.5554,-95.7644
Denton,GA,31.7458,-82.7201
Denton,KS,39.7154,-95.2744
Denton,KY,38.2952,-82.8269
Denton,MD,38.8779,-75.8361
Denton,MT,47.3191,-109.8789
Denton,NC,35.6196,-80.0959
Denton,NE,40.7009,-96.8532
Denton,TX,33.2289,-97.1314
Denver,CO,39.6941,-104.8786
Denver,CO,39.7469,-105.0620
Denver,CO,39.7507,-104.9890
Denver,CO,39.8406,-105.0080
Denver,IA,42.6731,-92.3417
Denver,IN,40.8694,-86.0770
Denver,MO,40.4181,-94.3066
Denver,NC,35.4837,-80.9898
Denver,NY,42.2522,-74.5407
Denver,PA,40.2297,-76.1157
Denver City,TX,32.9711,-102.8313
Denville,NJ,40.8897,-74.4844
Depauville,NY,44.1383,-76.0658
Depauw,IN,38.3361,-86.2109
Depew,NY,42.9050,-78.7041
Depew,OK,35.7561,-96.4897
Depoe Bay,OR,44.8514,-124.0323
Deport,TX,33.5221,-95.3654
Deposit,NY,42.0666,-75.4287
Depue,IL,41.3261,-89.3011
Deputy,IN,38.7759,-85.6304
Dequincy,LA,30.4211,-93.4151
Derby,CT,41.3229,-73.0800
Derby,IA,40.9355,-93.4796
Derby,IN,38.0239,-86.5770
Derby,KS,37.5530,-97.2549
Derby,NY,42.6974,-78.9834
Derby,OH,39.7686,-83.2058
Derby,VT,44.9502,-72.1376
Derby Line,VT,44.9902,-72.0824
Deridder,LA,30.8287,-93.2685
Derma,MS,33.8556,-89.2844
Dermott,AR,33.5241,-91.4394
Derrick City,PA,41.9726,-78.5626
Derry,NH,42.8874,-71.3020
Derry,NM,32.8086,-107.2843
Derry,PA,40.3349,-79.3326
Derwent,OH,39.9231,-81.5444
Derwood,MD,39.1345,-77.1477
Des Allemands,LA,29.8220,-90.4470
Des Arc,AR,34.9751,-91.5113
Des Arc,MO,37.2955,-90.6279
Des Lacs,ND,48.2557,-101.5672
Des Moines,IA,41.6005,-93.6088
Des Moines,IA,41.6005,-93.6088
Des Moines,NM,36.7291,-103.8739
Des Plaines,IL,42.0467,-87.8859
Descanso,CA,32.8730,-116.6027
Desdemona,TX,32.2819,-98.5673
Desert Center,CA,33.6049,-115.0526
Desert Hot Springs,CA,33.9050,-116.3662
Desha,AR,35.7315,-91.6783
Deshler,NE,40.1387,-97.7300
Deshler,OH,41.2239,-83.8964
Desmet,ID,47.1260,-116.8937
Desoto,TX,32.5932,-96.8547
Destin,FL,30.3920,-86.4834
Destrehan,LA,29.9658,-90.3740
Detroit,AL,34.0109,-88.1606
Detroit,ME,44.7775,-69.3161
Detroit,MI,42.3474,-83.0604
Detroit,OR,44.7766,-122.1845
Detroit,TX,33.6627,-95.2385
Detroit Lakes,MN,46.8349,-95.8006
Devault,PA,40.0744,-75.5356
Devens,MA,42.5467,-71.5983
Devers,TX,29.9978,-94.5746
Deville,LA,31.3545,-92.2023
Devils Elbow,MO,37.8503,-92.0857
Devils Lake,ND,48.1132,-98.8616
Devils Tower,WY,44.6171,-104.7936
Devine,TX,29.1521,-98.9090
Devol,OK,34.1956,-98.5770
Devon,PA,40.0452,-75.4227
Dewar,IA,42.5256,-92.2189
Dewar,OK,35.4581,-95.9411
Dewart,PA,41.1092,-76.8769
Deweese,NE,40.3792,-98.1772
Dewey,AZ,34.5368,-112.2567
Dewey,IL,40.3131,-88.2770
Dewey,OK,36.8013,-95.9345
Deweyville,TX,30.2893,-93.7730
Deweyville,UT,41.6972,-112.0947
Dewitt,IL,40.1848,-88.7637
Dewitt,KY,36.8738,-83.7316
Dewitt,MI,42.8428,-84.5797
Dewitt,VA,37.0535,-77.6426
Dewittville,NY,42.2394,-79.4193
Dewy Rose,GA,34.1721,-82.9409
Dexter,GA,32.4356,-83.0528
Dexter,IA,41.5198,-94.2145
Dexter,KS,37.1641,-96.6917
Dexter,KY,36.7031,-88.1807
Dexter,ME,45.0203,-69.2797
Dexter,MI,42.3583,-83.9000
Dexter,MN,43.7160,-92.7268
Dexter,MO,36.7885,-89.9639
Dexter,NM,33.1910,-104.3833
Dexter,NY,44.0069,-76.0650
Dexter,OR,43.9217,-122.8424
Dexter City,OH,39.6526,-81.4672
Diablo,CA,37.8388,-121.9610
Diagonal,IA,40.8226,-94.3552
Diamond,MO,37.0060,-94.3204
Diamond,OH,41.0935,-81.0425
Diamond,OR,43.0122,-118.6650
Diamond Bar,CA,34.0066,-117.8098
Diamond City,AR,36.4644,-92.9200
Diamond Point,NY,43.5156,-73.7001
Diamond Springs,CA,38.6630,-120.8361
Diamondhead,MS,30.3944,-89.3639
Diamondville,WY,41.7794,-110.5378
Diana,TX,32.7046,-94.6981
Diana,WV,38.5755,-80.4320
Diaz,AR,35.6383,-91.2650
Dibble,OK,35.0333,-97.6294
Diberville,MS,30.4413,-88.8986
Diboll,TX,31.1950,-94.7729
Dice,KY,37.3825,-83.2053
Dickens,IA,43.1548,-94.9854
Dickens,NE,40.8041,-101.0149
Dickens,TX,33.6280,-100.8197
Dickerson,MD,39.2126,-77.4199
Dickerson Run,PA,40.0456,-79.6667
Dickey,ND,46.5426,-98.4682
Dickeyville,WI,42.6272,-90.5919
Dickinson,AL,31.7172,-87.6569
Dickinson,ND,46.8873,-102.7876
Dickinson,TX,29.4660,-95.0345
Dickinson Center,NY,44.7233,-74.5523
Dickson,TN,36.0760,-87.3995
Dickson City,PA,41.4623,-75.6243
Dierks,AR,34.1323,-94.0152
Dieterich,IL,39.0319,-88.4074
Dietrich,ID,42.9125,-114.2664
Diggins,MO,37.1725,-92.8542
Diggs,VA,37.4363,-76.2872
Dighton,KS,38.4746,-100.4580
Dighton,MA,41.8125,-71.1427
Dike,IA,42.4730,-92.6122
Dike,TX,33.1965,-95.4711
Dill City,OK,35.2787,-99.1537
Dillard,GA,34.9797,-83.3801
Dillard,OR,43.1031,-123.4267
Dille,WV,38.4747,-80.8538
Diller,NE,40.1192,-96.9495
Dilley,TX,28.6782,-99.1747
Dilliner,PA,39.7555,-79.9771
Dillingham,AK,59.0593,-158.9735
Dillon,CO,39.5748,-106.0573
Dillon,MT,45.2339,-112.6405
Dillon,SC,34.4146,-79.3770
Dillon Beach,CA,38.2508,-122.9642
Dillonvale,OH,40.2121,-80.8028
Dillsboro,IN,38.9962,-85.0550
Dillsboro,NC,35.3692,-83.2525
Dillsburg,PA,40.0964,-77.0339
Dilltown,PA,40.4664,-79.0028
Dillwyn,VA,37.5458,-78.4609
Dilworth,MN,46.8782,-96.7022
Dime Box,TX,30.3579,-96.8248
Dimmitt,TX,34.5341,-102.3046
Dimock,PA,41.7464,-75.8986
Dimock,SD,43.4705,-97.9988
Dimondale,MI,42.6501,-84.6486
Dinero,TX,28.2261,-97.9614
Dingess,WV,37.8703,-82.1951
Dingle,ID,42.2194,-111.2672
Dingmans Ferry,PA,41.2400,-74.9380
Dinosaur,CO,40.2566,-108.9652
Dinuba,CA,36.5349,-119.3909
Dinwiddie,VA,37.0833,-77.5585
Discovery Bay,CA,37.9085,-121.6002
Disney,OK,36.4811,-95.0147
Disputanta,VA,37.1483,-77.2732
Distant,PA,40.9694,-79.3569
District Heights,MD,38.8539,-76.8891
Dittmer,MO,38.3155,-90.6911
Divernon,IL,39.5677,-89.6547
Divide,CO,38.9576,-105.1994
Divide,MT,45.7161,-112.7196
Dividing Creek,NJ,39.2703,-75.1014
Dix,IL,38.4333,-88.9657
Dix,NE,41.2270,-103.4796
Dixfield,ME,44.5548,-70.4241
Dixie,GA,30.7722,-83.6792
Dixie,WA,46.1403,-118.1542
Dixie,WV,38.2663,-81.1862
Dixmont,ME,44.6991,-69.1025
Dixon,CA,38.4587,-121.8158
Dixon,IA,41.7350,-90.7783
Dixon,IL,41.8478,-89.4893
Dixon,KY,37.5106,-87.7019
Dixon,MO,37.9848,-92.0897
Dixon,MT,47.3131,-114.3056
Dixon,NE,42.4185,-96.9774
Dixon,NM,36.1790,-105.8615
Dixon,WY,41.0446,-107.5604
Dixon Springs,TN,36.4455,-86.0533
Dixons Mills,AL,32.0672,-87.7454
Dixonville,PA,40.7164,-79.0072
Dobbin,TX,30.3653,-95.7758
Dobbins,CA,39.3715,-121.2344
Dobbs Ferry,NY,41.0118,-73.8665
Dobson,NC,36.3698,-80.7101
Docena,AL,33.5594,-86.9311
Doctors Inlet,FL,30.1000,-81.7764
Dodd City,TX,33.5647,-96.0619
Doddridge,AR,33.1054,-93.9543
Doddsville,MS,33.6300,-90.5264
Dodge,ND,47.3049,-102.1985
Dodge,NE,41.6816,-96.8181
Dodge,TX,30.7453,-95.3978
Dodge,WI,44.1289,-91.5243
Dodge Center,MN,44.0325,-92.8554
Dodge City,KS,37.7569,-100.0241
Dodgeville,MI,47.0914,-88.5809
Dodgeville,WI,42.9698,-90.1404
Dodson,LA,32.0701,-92.6783
Dodson,MT,48.2075,-108.6300
Dodson,TX,34.7644,-100.0286
Doe Hill,VA,38.3902,-79.4822
Doe Run,MO,37.7348,-90.4968
Doerun,GA,31.3136,-83.9253
Dogue,VA,38.2319,-77.2161
Dola,OH,40.7876,-83.6894
Dolan Springs,AZ,35.7748,-114.5478
Doland,SD,44.8159,-98.0947
Dolgeville,NY,43.1042,-74.7643
Dollar Bay,MI,47.1197,-88.5114
Dolliver,IA,43.4664,-94.6242
Dolomite,AL,33.4654,-86.9564
Dolores,CO,37.4666,-108.4717
Dolph,AR,36.2229,-92.1177
Dolphin,VA,36.8318,-77.7887
Dolton,IL,41.6257,-87.5980
Dona Ana,NM,32.3867,-106.8167
Donahue,IA,41.7093,-90.6829
Donald,OR,45.2225,-122.8381
Donalds,SC,34.3998,-82.3666
Donaldson,AR,34.2212,-92.9094
Donaldson,IN,41.3611,-86.4442
Donaldson,MN,48.5798,-96.8579
Donaldsonville,LA,30.1018,-90.9970
Donalsonville,GA,31.0403,-84.8792
Donegal,PA,40.0996,-79.3810
Dongola,IL,37.3712,-89.1349
Donie,TX,31.4873,-96.2387
Doniphan,MO,36.6211,-90.8195
Doniphan,NE,40.7700,-98.3790
Donna,TX,26.1671,-98.0529
Donnellson,IA,40.6612,-91.5745
Donnellson,IL,39.0344,-89.4909
Donnelly,ID,44.7494,-116.0858
Donnelly,MN,45.7014,-96.0649
Donnelsville,OH,39.9183,-83.9486
Donner,LA,29.6956,-90.9442
Donnybrook,ND,48.4900,-101.8960
Donora,PA,40.1768,-79.8619
Donovan,IL,40.8891,-87.6046
Doole,TX,31.4157,-99.5506
Doon,IA,43.2872,-96.2020
Dora,AL,33.7349,-87.0401
Dora,MO,36.7560,-92.2378
Dora,NM,33.9386,-103.3361
Dorado,PR,18.4644,-66.2703
Doran,VA,37.0925,-81.8336
Dorchester,IA,43.4421,-91.5076
Dorchester,NE,40.6499,-97.1056
Dorchester,NJ,39.2728,-74.9772
Dorchester,SC,33.1247,-80.4034
Dorchester,WI,45.0042,-90.3596
Dorena,OR,43.7587,-122.8858
Dormansville,NY,42.4379,-74.1990
Dornsife,PA,40.7571,-76.7626
Dorothy,NJ,39.4031,-74.8316
Dorothy,WV,37.9622,-81.4968
Dorr,MI,42.7231,-85.7628
Dorrance,KS,38.8348,-98.5695
Dorris,CA,41.9675,-121.9169
Dorset,OH,41.6590,-80.6683
Dorset,VT,43.2636,-73.0766
Dorsey,IL,38.9832,-89.9786
Dorton,KY,37.2767,-82.5792
Dos Palos,CA,37.0025,-120.6333
Dos Rios,CA,39.7093,-123.2983
Doss,TX,30.4613,-99.1707
Doswell,VA,37.8417,-77.5125
Dothan,AL,31.2029,-85.4180
Dothan,WV,37.9672,-81.2222
Doty,WA,46.6347,-123.2764
Double Springs,AL,34.1387,-87.3974
Doucette,TX,30.8181,-94.4286
Douds,IA,40.8039,-92.0452
Dougherty,IA,42.9416,-93.0686
Dougherty,OK,34.3994,-97.0553
Dougherty,TX,33.9417,-101.0861
Douglas,AK,58.2756,-134.3950
Douglas,AL,34.1736,-86.3236
Douglas,AZ,31.3511,-109.5447
Douglas,GA,31.4973,-82.8465
Douglas,MA,42.0606,-71.7266
Douglas,MI,42.6433,-86.2006
Douglas,ND,47.8659,-101.5112
Douglas,NE,40.5838,-96.3970
Douglas,OK,36.2481,-97.6896
Douglas,WY,42.7626,-105.3855
Douglas City,CA,40.6342,-122.9239
Douglas Flat,CA,38.0872,-120.4719
Douglass,KS,37.5195,-96.9948
Douglass,TX,31.6578,-94.8696
Douglassville,PA,40.2709,-75.7397
Douglassville,TX,33.1758,-94.3467
Douglasville,GA,33.7494,-84.7459
Dousman,WI,42.9851,-88.4568
Dove Creek,CO,37.7632,-108.9181
Dover,AR,35.4074,-93.1355
Dover,DE,39.1566,-75.5360
Dover,FL,27.9920,-82.2138
Dover,GA,32.5769,-81.7153
Dover,ID,48.2517,-116.6100
Dover,IL,41.4367,-89.3933
Dover,KS,39.0192,-95.8985
Dover,KY,38.6910,-83.8718
Dover,MA,42.2362,-71.2854
Dover,MN,44.0015,-92.1415
Dover,MO,39.1926,-93.6684
Dover,NC,35.2627,-77.3727
Dover,NH,43.1900,-70.8849
Dover,NJ,40.8872,-74.5597
Dover,OH,40.5343,-81.4763
Dover,OK,35.9848,-97.9067
Dover,PA,40.0062,-76.8555
Dover,TN,36.5075,-87.8383
Dover Afb,DE,39.1202,-75.4790
Dover Foxcroft,ME,45.1877,-69.2045
Dover Plains,NY,41.7351,-73.5870
Dovray,MN,44.0597,-95.5271
Dow,IL,39.0312,-90.3011
Dow City,IA,41.9134,-95.4862
Dowagiac,MI,41.9910,-86.1168
Dowell,IL,37.9397,-89.2378
Dowell,MD,38.3461,-76.4592
Dowelltown,TN,35.9725,-85.9055
Dowling,MI,42.5015,-85.2495
Downers Grove,IL,41.8034,-88.0138
Downey,CA,33.9400,-118.1317
Downey,ID,42.4181,-112.1090
Downieville,CA,39.5703,-120.6778
Downing,MO,40.4798,-92.3918
Downing,WI,45.1030,-92.1134
Downingtown,PA,40.0161,-75.7183
Downs,IL,40.3809,-88.8708
Downs,KS,39.5028,-98.5441
Downsville,LA,32.6525,-92.3745
Downsville,NY,42.0716,-75.0152
Downsville,WI,44.7747,-91.9319
Dows,IA,42.6610,-93.5058
Doyle,CA,40.0008,-120.1077
Doyle,TN,35.8722,-85.4990
Doylesburg,PA,40.2172,-77.6862
Doylestown,OH,40.9650,-81.6848
Doylestown,PA,40.3204,-75.1300
Doylestown,WI,43.4278,-89.1500
Doyline,LA,32.4900,-93.3996
Dozier,AL,31.5066,-86.3663
Dracut,MA,42.6764,-71.3186
Dragoon,AZ,32.0281,-110.0381
Drain,OR,43.6877,-123.2929
Drake,CO,40.4433,-105.2969
Drake,KY,36.8361,-86.4097
Drake,ND,47.9024,-100.3790
Drakes Branch,VA,36.9688,-78.5615
Drakesboro,KY,37.2136,-87.0480
Drakesville,IA,40.8253,-92.5051
Draper,SD,43.9260,-100.5085
Draper,UT,40.5046,-111.8810
Draper,VA,36.9697,-80.8188
Drasco,AR,35.6616,-91.9398
Dravosburg,PA,40.3527,-79.8895
Drayden,MD,38.1719,-76.4731
Drayton,ND,48.5786,-97.1992
Drayton,SC,34.9678,-81.9067
Drayton Plains,MI,42.6842,-83.3772
Drennen,WV,38.2587,-81.0089
Dresden,KS,39.6094,-100.4112
Dresden,ME,44.0785,-69.7457
Dresden,NY,42.6846,-76.9564
Dresden,OH,40.1129,-82.0188
Dresden,TN,36.2950,-88.6963
Dresher,PA,40.1431,-75.1624
Dresser,WI,45.3546,-92.5623
Drew,MS,33.8670,-90.5406
Drewryville,VA,36.6854,-77.3591
Drewsey,OR,43.8643,-118.4707
Drewsville,NH,43.1281,-72.3925
Drexel,MO,38.4956,-94.5928
Drexel,NC,35.7578,-81.6044
Drexel Hill,PA,39.9492,-75.3035
Drift,KY,37.4803,-82.7478
Drifting,PA,41.0242,-78.1086
Drifton,PA,40.9997,-75.9058
Driftwood,PA,41.3764,-78.1632
Driftwood,TX,30.1594,-98.0524
Driggs,ID,43.7263,-111.1199
Dripping Springs,TX,30.2268,-98.1029
Driscoll,ND,46.8511,-100.1441
Driscoll,TX,27.6742,-97.7483
Driver,AR,35.5597,-89.9605
Drummond,MT,46.6647,-113.2426
Drummond,OK,36.2841,-98.0358
Drummond,WI,46.3119,-91.2856
Drummond Island,MI,46.0055,-83.7367
Drummonds,TN,35.4452,-89.9236
Drumore,PA,39.8384,-76.2457
Drumright,OK,35.9931,-96.5198
Drums,PA,41.0255,-75.9768
Drury,MA,42.6522,-72.9981
Drury,MO,36.9319,-92.3664
Dry Branch,GA,32.7050,-83.4951
Dry Creek,LA,30.7354,-92.9888
Dry Creek,WV,37.8607,-81.4814
Dry Fork,VA,36.7430,-79.4580
Dry Prong,LA,31.5979,-92.5665
Dry Ridge,KY,38.7049,-84.6237
Dry Run,PA,40.1747,-77.7646
Drybranch,WV,38.1800,-81.4669
Dryden,ME,44.6002,-70.2240
Dryden,MI,42.9378,-83.1501
Dryden,NY,42.4861,-76.2872
Dryden,TX,30.1651,-102.3321
Dryden,VA,36.7818,-82.9305
Dryden,WA,47.5414,-120.5597
Dryfork,WV,38.9576,-79.4534
Drytown,CA,38.3931,-120.8014
Du Bois,IL,38.2526,-89.2042
Du Bois,NE,40.0375,-96.0575
Du Bois,PA,41.1260,-78.7527
Du Pont,GA,31.0000,-82.8555
Du Quoin,IL,38.0137,-89.2333
Duanesburg,NY,42.7708,-74.0839
Duarte,CA,34.1394,-117.9764
Dubach,LA,32.6949,-92.6785
Dubberly,LA,32.5192,-93.2142
Dublin,CA,37.7166,-121.9226
Dublin,GA,32.5478,-82.9037
Dublin,IN,39.8122,-85.2089
Dublin,MS,34.0722,-90.4906
Dublin,NC,34.6567,-78.7267
Dublin,NH,42.8972,-72.0505
Dublin,OH,40.0992,-83.1142
Dublin,PA,40.3720,-75.2045
Dublin,TX,32.0909,-98.3455
Dublin,VA,37.0989,-80.6697
Dubois,ID,44.1858,-112.3259
Dubois,IN,38.4728,-86.7832
Dubois,WY,43.5451,-109.6492
Dubre,KY,36.8920,-85.5683
Dubuque,IA,42.5150,-90.6819
Duchesne,UT,39.9540,-110.6181
Duck,WV,38.5647,-80.9764
Duck Creek Village,UT,37.5236,-112.6622
Duck Hill,MS,33.6865,-89.7334
Duck River,TN,35.7386,-87.3423
Ducktown,TN,35.0358,-84.3828
Duckwater,NV,38.8142,-116.1375
Ducor,CA,35.8917,-119.0464
Dudley,GA,32.5259,-83.0899
Dudley,MA,42.0489,-71.8932
Dudley,MO,36.8110,-90.1210
Dudley,NC,35.2926,-78.0273
Dudley,PA,40.2195,-78.1838
Due West,SC,34.3344,-82.4002
Duenweg,MO,37.0836,-94.4133
Duff,TN,36.4110,-84.0125
Duffield,VA,36.7044,-82.8065
Dufur,OR,45.4291,-121.1468
Dugger,IN,39.0691,-87.2599
Dugspur,VA,36.8145,-80.6123
Dugway,UT,40.5269,-112.8729
Duke,MO,37.6550,-91.9931
Duke,OK,34.6668,-99.5482
Duke Center,PA,41.9540,-78.4923
Dukedom,TN,36.4796,-88.6926
Dulac,LA,29.3598,-90.6557
Dulce,NM,36.8598,-107.0602
Dulles,VA,38.9886,-77.4507
Duluth,GA,33.9774,-84.1508
Duluth,GA,34.0243,-84.1484
Duluth,MN,47.0944,-91.8467
Dulzura,CA,32.6152,-116.7285
Dumas,AR,33.8921,-91.4861
Dumas,MS,34.6491,-88.8072
Dumas,TX,35.8823,-101.9680
Dumfries,VA,38.9113,-77.9302
Dumont,CO,39.7647,-105.5997
Dumont,IA,42.7368,-92.9673
Dumont,MN,45.6717,-96.4061
Dumont,NJ,40.9447,-73.9921
Dunbar,KY,37.1881,-86.7569
Dunbar,NE,40.6592,-96.0136
Dunbar,PA,39.9722,-79.6431
Dunbar,WI,45.6009,-88.1067
Dunbar,WV,38.3683,-81.7425
Dunbarton,NH,43.1094,-71.5992
Dunbridge,OH,41.4581,-83.6103
Duncan,AZ,32.7940,-109.1296
Duncan,MS,34.0470,-90.7652
Duncan,NE,41.3894,-97.4944
Duncan,OK,34.5073,-97.9403
Duncan,SC,34.9176,-82.1258
Duncan Falls,OH,39.8778,-81.9117
Duncannon,PA,40.4087,-77.0473
Duncans Mills,CA,38.4539,-123.0539
Duncansville,PA,40.4262,-78.4383
Duncanville,AL,33.0828,-87.4950
Duncanville,TX,32.6587,-96.9114
Duncombe,IA,42.4493,-94.0592
Dundalk,MD,39.2649,-76.5025
Dundas,IL,38.8306,-88.0973
Dundas,MN,44.3955,-93.2037
Dundas,VA,36.9053,-78.0100
Dundee,FL,28.0194,-81.6212
Dundee,IA,42.5940,-91.5477
Dundee,IL,42.0962,-88.2902
Dundee,KY,37.5511,-86.7604
Dundee,MI,41.9514,-83.6522
Dundee,MS,34.5282,-90.3891
Dundee,NY,42.5053,-77.0028
Dundee,OH,40.6394,-81.6765
Dundee,OR,45.2776,-123.0152
Dunedin,FL,28.0194,-82.7719
Dunellen,NJ,40.5942,-74.4719
Dunfermline,IL,40.4903,-90.0313
Dungannon,VA,36.8242,-82.4960
Dunkerton,IA,42.5780,-92.1588
Dunkirk,IN,40.3883,-85.2255
Dunkirk,MD,38.7408,-76.6427
Dunkirk,NY,42.4759,-79.3294
Dunkirk,OH,40.7824,-83.6339
Dunlap,CA,36.7446,-119.0899
Dunlap,IA,41.8423,-95.6157
Dunlap,IL,40.8444,-89.6397
Dunlap,TN,35.3842,-85.3925
Dunlevy,PA,40.1151,-79.8627
Dunlo,PA,40.2944,-78.7214
Dunlow,WV,38.0283,-82.3827
Dunmor,KY,37.0840,-87.0079
Dunmore,WV,38.3636,-79.8556
Dunn,NC,35.3165,-78.6151
Dunn,TX,32.5669,-100.8850
Dunn Center,ND,47.3453,-102.5892
Dunn Loring,VA,38.8954,-77.2214
Dunnegan,MO,37.7031,-93.5216
Dunnell,MN,43.5531,-94.7876
Dunnellon,FL,28.9965,-82.5090
Dunnellon,FL,29.0488,-82.4611
Dunnigan,CA,38.8937,-121.9966
Dunning,NE,41.8131,-100.0873
Dunnsville,VA,37.8404,-76.8370
Dunnville,KY,37.1769,-84.9295
Dunreith,IN,39.8033,-85.4386
Dunseith,ND,48.8480,-100.0311
Dunsmuir,CA,41.2124,-122.2734
Dunstable,MA,42.6739,-71.4952
Duplessis,LA,30.2694,-90.9383
Dupo,IL,38.5148,-90.1942
Dupont,CO,39.8381,-104.9114
Dupont,IN,38.8905,-85.5092
Dupont,LA,30.9292,-91.9478
Dupont,OH,41.1003,-84.2664
Dupont,WA,47.0969,-122.6300
Dupree,SD,45.0079,-101.6337
Dupuyer,MT,48.1925,-112.4986
Duquesne,PA,40.3704,-79.8522
Durand,IL,42.4337,-89.3094
Durand,MI,42.9117,-83.9877
Durand,WI,44.6300,-91.9295
Durango,CO,37.2874,-107.8617
Durango,IA,42.5526,-90.8608
Durant,FL,27.9083,-82.1864
Durant,IA,41.6145,-90.9100
Durant,MS,33.0828,-89.8612
Durant,OK,34.0061,-96.3847
Durants Neck,NC,36.1900,-76.4664
Durbin,WV,38.6163,-79.7935
Durham,CA,39.6416,-121.7920
Durham,CT,41.4650,-72.6875
Durham,KS,38.5038,-97.2555
Durham,ME,43.9283,-70.1236
Durham,MO,39.9625,-91.6704
Durham,NC,35.9967,-78.8966
Durham,NH,43.1338,-70.9523
Durham,NY,42.4020,-74.1849
Durham,OK,35.8364,-99.9088
Durham,PA,40.5756,-75.2236
Durhamville,NY,43.1579,-75.6714
Durkee,OR,44.5822,-117.4636
Duryea,PA,41.3486,-75.7611
Dushore,PA,41.5232,-76.4021
Duson,LA,30.1912,-92.1525
Dustin,OK,35.2519,-96.0573
Dutch Flat,CA,39.1978,-120.8262
Dutch Harbor,AK,53.3628,-167.5107
Dutch John,UT,40.9322,-109.3543
Dutchtown,MO,37.2528,-89.6597
Dutton,AL,34.6046,-85.9067
Dutton,MT,47.8601,-111.6900
Dutton,VA,37.4869,-76.4358
Dutzow,MO,38.6056,-90.9944
Duvall,WA,47.7250,-121.9369
Duxbury,MA,42.0417,-70.6728
Dwale,KY,37.6231,-82.7239
Dwarf,KY,37.3350,-83.1314
Dwight,IL,41.0887,-88.4159
Dwight,KS,38.8389,-96.5802
Dwight,NE,41.0894,-96.9931
Dycusburg,KY,37.1594,-88.1844
Dyer,AR,35.4922,-94.1375
Dyer,IN,41.4920,-87.5108
Dyer,NV,37.6131,-118.0211
Dyer,TN,36.0716,-89.0192
Dyersburg,TN,36.0444,-89.3836
Dyersville,IA,42.4833,-91.1183
Dyess,AR,35.5954,-90.2157
Dyess Afb,TX,32.4190,-99.8221
Dyke,VA,38.2533,-78.5546
Dysart,IA,42.1690,-92.3187
Dysart,PA,40.6088,-78.5271
Eads,CO,38.4441,-102.5054
Eads,TN,35.1551,-89.6760
Eagan,TN,36.5519,-83.9769
Eagar,AZ,33.9546,-109.2469
Eagarville,IL,39.1117,-89.7839
Eagle,AK,64.7833,-141.2000
Eagle,CO,39.6341,-106.7588
Eagle,ID,43.7069,-116.3620
Eagle,MI,42.8263,-84.7590
Eagle,NE,40.8169,-96.4290
Eagle,WI,42.8809,-88.4674
Eagle Bay,NY,43.7237,-74.9654
Eagle Bend,MN,46.1170,-95.0961
Eagle Bridge,NY,42.9615,-73.3520
Eagle Butte,SD,45.0239,-101.1042
Eagle Creek,OR,45.3582,-122.3381
Eagle Grove,IA,42.6609,-93.9049
Eagle Lake,FL,27.9787,-81.7564
Eagle Lake,ME,47.0400,-68.5900
Eagle Lake,MN,44.1546,-93.8719
Eagle Lake,TX,29.5842,-96.3354
Eagle Mountain,UT,40.3472,-111.9888
Eagle Nest,NM,36.5326,-105.2756
Eagle Pass,TX,28.7028,-100.4818
Eagle Point,OR,42.4935,-122.8088
Eagle River,AK,61.3114,-149.5085
Eagle River,WI,45.9161,-89.2531
Eagle Rock,MO,36.5480,-93.7336
Eagle Rock,VA,37.6667,-79.8172
Eagle Springs,NC,35.3360,-79.6310
Eagles Mere,PA,41.4108,-76.5822
Eagletown,OK,34.0364,-94.5596
Eagleville,CA,41.3164,-120.1147
Eagleville,MO,40.4912,-93.9951
Eagleville,PA,40.1567,-75.4045
Eagleville,TN,35.7492,-86.6327
Eakly,OK,35.3053,-98.5575
Earl,NC,35.1933,-81.5333
Earl Park,IN,40.6945,-87.4232
Earle,AR,35.2799,-90.4503
Earleton,FL,29.7222,-82.1138
Earleville,MD,39.4271,-75.9403
Earlham,IA,41.4709,-94.1294
Earlimart,CA,35.8542,-119.2534
Earling,IA,41.7925,-95.4210
Earlington,KY,37.2679,-87.5227
Earlington,PA,40.3208,-75.3728
Earlsboro,OK,35.2628,-96.8041
Earlton,NY,42.3527,-73.9062
Earlville,IA,42.5001,-91.2597
Earlville,IL,41.5859,-88.9103
Earlville,NY,42.7522,-75.5417
Earlville,PA,40.3167,-75.7372
